station,tempMin-2008-01,tempMax-2008-01,cloudCover-2008-01,visibility-2008-01,pressure-2008-01,windSpeed-2008-01,dewPoint-2008-01,tempMin-2008-02,tempMax-2008-02,cloudCover-2008-02,visibility-2008-02,pressure-2008-02,windSpeed-2008-02,dewPoint-2008-02,tempMin-2008-03,tempMax-2008-03,cloudCover-2008-03,visibility-2008-03,pressure-2008-03,windSpeed-2008-03,dewPoint-2008-03,tempMin-2008-04,tempMax-2008-04,cloudCover-2008-04,visibility-2008-04,pressure-2008-04,windSpeed-2008-04,dewPoint-2008-04,tempMin-2008-05,tempMax-2008-05,cloudCover-2008-05,visibility-2008-05,pressure-2008-05,windSpeed-2008-05,dewPoint-2008-05,tempMin-2008-06,tempMax-2008-06,cloudCover-2008-06,visibility-2008-06,pressure-2008-06,windSpeed-2008-06,dewPoint-2008-06,tempMin-2008-07,tempMax-2008-07,cloudCover-2008-07,visibility-2008-07,pressure-2008-07,windSpeed-2008-07,dewPoint-2008-07,tempMin-2008-08,tempMax-2008-08,cloudCover-2008-08,visibility-2008-08,pressure-2008-08,windSpeed-2008-08,dewPoint-2008-08,tempMin-2008-09,tempMax-2008-09,cloudCover-2008-09,visibility-2008-09,pressure-2008-09,windSpeed-2008-09,dewPoint-2008-09,tempMin-2008-10,tempMax-2008-10,cloudCover-2008-10,visibility-2008-10,pressure-2008-10,windSpeed-2008-10,dewPoint-2008-10,tempMin-2008-11,tempMax-2008-11,cloudCover-2008-11,visibility-2008-11,pressure-2008-11,windSpeed-2008-11,dewPoint-2008-11,tempMin-2008-12,tempMax-2008-12,cloudCover-2008-12,visibility-2008-12,pressure-2008-12,windSpeed-2008-12,dewPoint-2008-12
Nassau,19.263225806451615,26.030645161290316,NaN,12.137096774193546,NaN,4.15516129032258,18.280645161290327,21.07068965517241,28.011379310344825,0.42172413793103464,12.44344827586207,1020.1489655172415,3.7582758620689667,20.419310344827583,21.44967741935484,27.760322580645155,0.4754838709677419,12.385806451612904,NaN,4.415806451612902,19.634838709677414,22.048666666666673,28.308333333333334,0.39166666666666655,12.433666666666669,1017.1970000000001,NaN,19.09666666666667,24.12161290322581,30.877096774193543,NaN,NaN,1016.1845161290322,NaN,21.467741935483875,25.998333333333335,32.407333333333334,0.46766666666666656,12.510333333333334,1018.479,4.1546666666666665,23.625666666666667,26.061935483870975,32.76064516129031,0.47387096774193566,12.43967741935484,NaN,3.1432258064516136,23.944193548387098,26.82225806451614,33.53096774193548,0.5274193548387097,12.330322580645161,1014.8412903225804,3.37741935483871,25.278709677419357,26.36,32.20366666666667,0.5116666666666667,12.361999999999998,1013.7189999999998,4.343999999999999,24.828666666666667,24.523225806451613,30.29032258064516,0.5467741935483871,12.483870967741934,1017.1193548387098,4.115161290322581,22.145806451612902,21.16933333333333,27.49366666666667,0.46099999999999997,12.389333333333335,1017.784,4.225,18.804666666666666,20.41466666666667,26.42433333333334,0.47533333333333344,12.186000000000003,1021.956,4.100333333333333,18.656333333333333
Belize City,18.331935483870964,27.711935483870956,0.5229032258064517,11.731612903225807,NaN,2.8819354838709677,20.799032258064514,19.513448275862068,29.764137931034483,0.5113793103448276,12.297241379310345,1014.7841379310343,3.3793103448275863,21.92172413793103,20.12419354838709,29.616129032258073,0.5435483870967741,12.011612903225805,1014.3293548387098,3.233225806451614,21.535806451612906,20.86366666666667,30.735999999999997,0.45666666666666667,12.09633333333333,1012.6053333333333,3.9490000000000003,22.09333333333333,22.833225806451612,32.495161290322585,0.5919354838709677,11.299354838709679,1009.8906451612903,3.8354838709677415,23.405806451612904,23.001666666666654,30.324999999999992,0.7300000000000002,11.204333333333334,1012.4966666666667,3.6549999999999994,24.185000000000006,22.617419354838702,31.09483870967742,0.6619354838709677,11.715161290322577,1013.8183870967742,3.7896774193548386,24.333225806451615,22.507419354838703,32.38354838709678,0.5338709677419355,11.674193548387096,1011.9380645161291,3.3087096774193556,24.37806451612903,22.987666666666655,32.22933333333334,0.6876666666666668,11.718999999999998,1010.0386666666667,2.4490000000000003,24.782666666666668,22.1458064516129,29.15354838709678,0.7193548387096773,10.776451612903223,NaN,2.523870967741936,23.372580645161293,17.641333333333332,28.805666666666664,0.5246666666666666,11.538333333333334,1016.5636666666664,2.6539999999999995,19.706000000000003,17.038,28.10833333333333,0.5616666666666668,11.750333333333336,NaN,2.947666666666667,20.443666666666665
Calgary,-14.02483870967742,-2.1796774193548383,0.6274193548387096,14.600645161290323,1014.446451612903,3.1167741935483857,-13.874193548387096,-11.639655172413793,0.40344827586206966,0.5913793103448278,14.592413793103441,1015.1724137931036,2.4113793103448278,-11.658965517241377,-4.819354838709677,5.799354838709677,0.6364516129032258,15.294516129032251,1015.854516129032,2.5335483870967743,-9.080645161290322,-4.644,6.648999999999998,0.6619999999999998,13.46533333333333,1016.5063333333331,3.0269999999999997,-6.5216666666666665,5.0835483870967755,15.281612903225808,0.7200000000000001,15.142903225806446,1015.5119354838712,3.5258064516129037,2.384516129032258,7.539666666666666,18.316999999999997,0.651,15.504666666666656,1014.3196666666666,2.3343333333333334,6.554999999999999,11.126129032258067,22.18354838709677,0.5929032258064516,15.998387096774184,1014.60064516129,2.085806451612903,9.481612903225807,10.5441935483871,23.03064516129033,0.5193548387096774,15.965483870967732,1012.4096774193547,2.4690322580645163,8.042258064516128,4.548666666666666,17.093666666666667,0.5886666666666667,15.846333333333325,1018.5863333333333,1.981666666666667,4.0566666666666675,0.5548387096774194,13.442258064516123,0.4712903225806452,15.973870967741925,1018.4638709677419,2.497096774193549,-2.7838709677419353,-1.9653333333333332,6.773,0.6446666666666665,14.737666666666659,1016.357,2.337666666666666,-4.514666666666667,-15.312000000000001,-5.344333333333333,0.7533333333333333,12.783333333333331,1018.4650000000001,3.098,-14.832
Edmonton,-19.891935483870967,-7.81290322580645,0.6754838709677419,14.311290322580646,1014.5316129032259,2.911935483870968,-16.327741935483875,-18.017586206896553,-5.83344827586207,0.666896551724138,14.264137931034485,1015.874827586207,2.4355172413793107,-15.270344827586214,-8.499354838709678,2.034516129032258,0.6445161290322582,14.736774193548392,1016.2277419354836,2.3883870967741934,-7.128387096774192,-5.041333333333332,6.281000000000001,0.705,13.019666666666662,1015.9549999999999,3.162333333333333,-5.257333333333333,4.128064516129032,17.401290322580646,0.6641935483870969,15.547741935483863,1014.5232258064517,3.5290322580645155,2.284838709677419,7.3980000000000015,20.113333333333333,0.632,16.031333333333322,1013.1066666666668,2.520666666666666,7.855333333333333,9.093225806451612,22.846774193548388,0.5719354838709678,16.049032258064507,1013.1245161290325,2.528709677419355,10.56225806451613,8.81516129032258,23.73,0.5516129032258064,16.064193548387085,1010.7335483870966,2.6470967741935487,9.421935483870966,2.025333333333333,17.841666666666658,0.56,15.86499999999999,1017.2906666666667,2.477333333333333,3.537333333333333,-2.9319354838709684,12.950322580645162,0.4929032258064517,15.746774193548378,1016.8483870967741,2.8348387096774195,-3.019354838709677,-5.158333333333333,5.165666666666667,0.6810000000000002,15.006999999999989,1015.5069999999998,3.125666666666667,-4.481,-21.133,-9.307333333333332,0.6810000000000002,13.902666666666663,1019.4703333333335,2.756666666666666,-18.134000000000007
Vancouver,0.8548387096774192,4.999032258064515,0.7735483870967743,15.157419354838702,1014.2764516129033,3.3906451612903226,-0.0541935483870971,2.963448275862069,7.737931034482758,0.7482758620689656,14.911379310344824,1017.2968965517241,2.251379310344827,2.329310344827586,3.574193548387097,8.558709677419355,0.8170967741935483,15.599677419354832,1020.0867741935482,2.283870967741935,1.9925806451612904,4.388666666666667,10.338666666666667,0.7523333333333333,15.800333333333326,1019.4906666666668,2.017333333333333,1.5973333333333328,9.672580645161293,15.529677419354838,0.7293548387096774,15.440967741935475,1017.9167741935488,2.700645161290322,7.330967741935484,10.878333333333332,16.858333333333334,0.7093333333333331,15.820666666666655,1018.7686666666668,2.5473333333333334,8.034666666666668,14.03225806451613,21.64064516129032,0.5180645161290323,15.97548387096773,1016.9816129032259,2.2890322580645166,11.467096774193548,14.269354838709676,20.85193548387097,0.62,15.8274193548387,1013.9051612903226,2.5245161290322575,12.634193548387097,11.485999999999999,17.201,0.562,15.832333333333327,1018.1716666666666,2.455,10.604000000000003,7.373548387096775,12.928064516129028,0.7477419354838709,15.5416129032258,1020.9332258064516,2.359032258064516,6.951935483870965,6.16966666666667,10.422666666666666,0.8226666666666667,14.502666666666661,1017.588,2.9159999999999986,5.8803333333333345,-0.5753333333333328,3.542333333333333,0.8223333333333331,12.849666666666666,1016.315,2.598333333333334,-1.4646666666666666
Victoria,0.664516129032258,5.838387096774193,0.7248387096774193,15.00096774193548,1013.9667741935485,2.5119354838709675,0.5764516129032259,1.7337931034482754,8.327586206896552,0.7024137931034483,15.033103448275856,1017.3075862068965,1.787241379310345,2.3906896551724137,2.436451612903226,8.540322580645162,0.7483870967741938,15.39451612903225,1020.0967741935485,1.9954838709677423,2.117096774193548,2.465666666666667,10.254333333333332,0.6830000000000002,15.559999999999995,1019.5433333333332,1.7220000000000002,1.8,8.03741935483871,15.706774193548386,0.6738709677419356,15.47290322580644,1017.9277419354838,1.2648387096774194,7.218387096774195,9.510333333333332,17.922,0.6203333333333332,15.58799999999999,1018.6610000000002,1.047,7.89,11.632258064516128,21.438064516129035,0.4438709677419355,16.06774193548386,1016.9354838709676,1.4074193548387097,10.447096774193549,12.328064516129032,21.227741935483873,0.575483870967742,15.681612903225801,1013.8841935483871,1.3048387096774194,11.587419354838705,9.454,19.198666666666668,0.4876666666666666,15.589999999999993,1018.0583333333335,0.9329999999999999,9.786666666666667,5.852258064516128,12.89290322580645,0.6741935483870967,14.972258064516122,1020.9229032258067,1.5793548387096776,6.630645161290324,5.683333333333334,10.978999999999997,0.7843333333333332,13.375999999999992,1017.4656666666666,1.894666666666667,6.144666666666663,-0.35266666666666663,4.436999999999999,0.7843333333333334,12.720999999999998,1016.0893333333335,2.478333333333333,-0.2506666666666669
Winnipeg,-21.30483870967742,-11.491612903225807,0.5219354838709677,14.479999999999993,1016.2245161290324,4.083548387096774,-19.14258064516129,-23.76965517241379,-12.437586206896553,0.5789655172413792,14.098620689655174,1019.395172413793,3.89551724137931,-20.7803448275862,-12.993548387096777,-3.319032258064516,0.5893548387096774,14.418064516129032,1018.1974193548389,3.7800000000000002,-11.052903225806455,-2.6373333333333338,9.10566666666667,0.527,15.335999999999995,1016.8976666666664,4.0953333333333335,-4.565333333333334,1.6593548387096773,15.434516129032259,0.4993548387096774,15.528387096774189,1014.0654838709678,3.8019354838709676,-0.14032258064516134,9.897333333333334,21.594666666666665,0.5883333333333333,15.18833333333333,1009.7616666666667,3.115,9.854333333333335,13.346774193548388,24.204516129032257,0.5383870967741935,15.627419354838706,1010.5606451612902,3.5506451612903227,13.788387096774194,13.676129032258068,25.660322580645158,0.4374193548387096,15.167096774193546,1011.8290322580642,3.669032258064516,13.728709677419356,8.421666666666669,19.18433333333333,0.6386666666666667,15.319333333333331,1015.141666666667,3.4883333333333324,9.028333333333334,2.4396774193548385,11.65193548387097,0.6109677419354839,15.108709677419352,1017.3467741935485,4.107741935483871,2.561935483870967,-7.210666666666667,0.34099999999999925,0.6989999999999998,14.262666666666664,1017.6216666666668,4.426666666666667,-5.08,-22.611666666666668,-14.225333333333333,0.6173333333333332,13.576666666666664,1018.3926666666666,3.722,-21.456333333333337
"St. John's",-6.668709677419353,0.04741935483870995,0.7567741935483874,11.954838709677418,1012.672258064516,5.759677419354838,-6.075483870967741,-6.874827586206898,0.05896551724137934,0.7582758620689656,13.051034482758617,1011.5117241379313,6.056206896551724,-7.581724137931035,-6.530000000000001,0.35419354838709666,0.7632258064516128,11.730000000000002,1011.0138709677418,5.752258064516128,-7.3196774193548375,-1.8970000000000005,4.810666666666665,0.6953333333333334,11.421000000000001,1017.6446666666668,4.923,-3.2393333333333327,2.2880645161290327,9.163548387096776,NaN,9.080645161290322,1009.6354838709677,5.70290322580645,1.8190322580645164,6.6403333333333325,13.529333333333334,0.8456666666666665,8.792333333333335,1014.4196666666669,4.164666666666667,6.193333333333333,13.635161290322579,22.949354838709677,0.7045161290322581,13.011612903225803,1016.454193548387,4.651290322580645,12.910967741935488,13.133225806451613,19.021612903225808,0.7780645161290323,11.445483870967742,1013.8119354838708,4.819999999999999,13.278709677419355,9.698666666666666,17.29033333333333,0.68,13.198333333333329,1018.974,4.080333333333334,8.953,5.423870967741936,11.522580645161293,0.7474193548387097,13.21838709677419,1016.2393548387098,4.181612903225807,3.5541935483870963,2.492,NaN,NaN,11.617666666666663,1017.9183333333334,5.456666666666666,2.3209999999999997,-4.224,4.831999999999999,0.8166666666666668,13.571666666666662,1014.4346666666664,6.464999999999998,-3.0916666666666663
Halifax,-8.19483870967742,-0.29612903225806425,0.6838709677419355,11.779032258064515,1015.4716129032257,4.050967741935484,-6.890322580645161,-9.242758620689656,-0.04793103448275861,0.6703448275862067,11.861034482758619,1013.511379310345,4.264482758620691,-7.53,-8.203225806451615,1.5519354838709676,0.688709677419355,12.092903225806449,1014.1541935483871,5.0629032258064495,-7.260645161290322,-1.4190000000000007,9.640666666666666,NaN,12.371333333333329,1018.2503333333334,3.7649999999999992,-1.5090000000000003,2.1938709677419355,13.061935483870968,0.7096774193548387,13.463548387096772,1008.4283870967739,4.489354838709677,3.1535483870967744,5.393666666666669,18.959,0.7280000000000001,11.379000000000001,1013.6133333333333,3.6096666666666675,9.828666666666667,10.555483870967738,23.646451612903224,0.6687096774193549,10.47,1015.1641935483872,3.18258064516129,14.812903225806451,11.464838709677418,20.37225806451613,0.7361290322580646,11.74193548387097,1012.45,3.2196774193548383,13.717741935483874,7.382333333333333,17.182666666666666,0.6356666666666668,12.704,1019.5676666666665,3.6896666666666675,9.748666666666667,4.044193548387096,11.62193548387097,0.6054838709677419,14.03129032258064,1017.5170967741934,4.5438709677419356,3.9941935483870963,-1.3783333333333332,6.255,NaN,11.977666666666664,1016.0423333333334,4.225666666666667,0.3973333333333333,-7.126666666666667,3.2023333333333337,NaN,11.859666666666666,1016.2053333333334,4.9719999999999995,-4.803
Ottawa,-9.798709677419355,-2.621612903225807,0.7212903225806454,13.023870967741932,1017.5574193548387,3.211935483870968,-9.21032258064516,-12.720689655172414,-3.9589655172413782,0.6700000000000002,12.215862068965517,1015.3531034482759,3.163103448275862,-11.112413793103448,-9.318387096774195,-0.5296774193548387,0.6132258064516128,13.246451612903222,1017.7435483870968,3.4790322580645157,-9.296451612903226,2.613666666666667,13.754666666666663,0.566,14.98766666666666,1017.7083333333333,3.1576666666666657,0.8533333333333333,6.378387096774194,17.719032258064516,0.606774193548387,15.486129032258056,1009.7667741935481,3.159032258064517,4.806129032258064,14.752,23.71933333333333,0.6839999999999999,14.454999999999995,1011.096,2.3169999999999997,15.311,16.05290322580645,24.98129032258065,0.6138709677419354,15.250322580645154,1012.07,2.307096774193548,15.873548387096774,14.213548387096772,24.157741935483873,0.5664516129032258,15.552903225806446,1013.8383870967741,2.163870967741936,14.16967741935484,10.598000000000003,20.80733333333334,0.5906666666666668,14.57766666666666,1019.5893333333332,2.0319999999999996,11.339999999999998,3.1912903225806457,12.529999999999998,0.573548387096774,15.229677419354832,1019.422580645161,2.8506451612903216,3.1819354838709684,-2.129,4.837999999999999,0.7026666666666668,13.356999999999998,1015.6193333333334,2.7353333333333327,-1.7633333333333332,-11.90033333333333,-2.6570000000000005,0.7323333333333331,13.470999999999998,1017.1466666666666,3.4066666666666663,-10.43533333333333
