id,ident,type,name,lat,long,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
4355,LIPH,large_airport,Treviso-Sant'Angelo Airport,45.648399353,12.1943998337,59,EU,IT,IT-34,Treviso,1,LIPH,TSF,,http://www.trevisoairport.it/tsf/index.jsp?_requestid=677517&language=en,http://en.wikipedia.org/wiki/Treviso_Airport,"Venice, Antonio Canova Terminal, Treviso Airport"
4368,LIPZ,large_airport,Venice Marco Polo Airport,45.5052986145,12.3519001007,7,EU,IT,IT-34,Venice,1,LIPZ,VCE,,http://www.veniceairport.com/core/index.jsp?_requestid=37300&language=en,http://en.wikipedia.org/wiki/Venice_Marco_Polo_Airport,Venezia Tessera
4366,LIPX,large_airport,Verona Villafranca Airport,45.3956985474,10.8885002136,239,EU,IT,IT-34,Verona,1,LIPX,VRN,,http://www.aeroportoverona.it/,http://en.wikipedia.org/wiki/Verona_Airport,"Valerio Catullo, Villafranca International Airport, Valerio Catullo Airport, Villafranca Airport"
4614,BKPR,large_airport,Priština International Airport,42.57279968261719,21.03580093383789,1789,EU,KS,KS-U-A,Prishtina,1,BKPR,PRN,,http://www.airportpristina.com/,http://en.wikipedia.org/wiki/Pri%C5%A1tina_International_Airport,"LYPR, Pristina, Slatina Air Base"
2766,EYVI,large_airport,Vilnius International Airport,54.63410186767578,25.28580093383789,646,EU,LT,LT-VL,Vilnius,1,EYVI,VNO,,http://www.vilnius-airport.lt/en/,http://en.wikipedia.org/wiki/Vilnius_International_Airport,
2563,ELLX,large_airport,Luxembourg-Findel International Airport,49.626598358154,6.2115201950073,1234,EU,LU,LU-L,Luxembourg,1,ELLX,LUX,,http://www.lux-airport.lu/en/,http://en.wikipedia.org/wiki/Luxembourg-Findel_International_Airport,
2758,EVRA,large_airport,Riga International Airport,56.92359924316406,23.971099853515625,36,EU,LV,LV-RIX,Riga,1,EVRA,RIX,,http://www.riga-airport.com/,http://en.wikipedia.org/wiki/Riga_International_Airport,
4613,LYPG,large_airport,Podgorica Airport,42.35940170288086,19.25189971923828,141,EU,ME,ME-16,Podgorica,1,LYPG,TGD,,http://www.montenegroairports.com/?menu=2,http://en.wikipedia.org/wiki/Podgorica_Airport,"Podgorica Airbase, Golubovci Airbase, Аеродром Подгорица, Aerodrom Podgorica"
4427,LMML,large_airport,Malta International Airport,35.857498,14.4775,300,EU,MT,MT-25,Luqa,1,LMML,MLA,,http://www.maltairport.com/en/home.htm,http://en.wikipedia.org/wiki/Malta_International_Airport,"Luqa Airport,Valletta,Gudja,RAF Luqa"
2513,EHAM,large_airport,Amsterdam Airport Schiphol,52.3086013794,4.763889789579999,-11,EU,NL,NL-NH,Amsterdam,1,EHAM,AMS,,http://www.schiphol.nl/,http://en.wikipedia.org/wiki/Amsterdam_Schiphol_Airport,
2518,EHEH,large_airport,Eindhoven Airport,51.4500999451,5.37452983856,74,EU,NL,NL-NB,Eindhoven,1,EHEH,EIN,,http://www.eindhovenairport.nl/,http://en.wikipedia.org/wiki/Eindhoven_Airport,Welschap Airport
2515,EHBK,large_airport,Maastricht Aachen Airport,50.9117012024,5.77014017105,375,EU,NL,NL-LI,Maastricht,1,EHBK,MST,,,http://en.wikipedia.org/wiki/Maastricht_Aachen_Airport,
2570,ENBR,large_airport,"Bergen Airport, Flesland",60.293399810791016,5.218140125274658,170,EU,NO,NO-12,Bergen,1,ENBR,BGO,,http://www.avinor.no/en/airport/bergen,http://en.wikipedia.org/wiki/Bergen_Airport%2C_Flesland,
2569,ENBO,large_airport,Bodø Airport,67.26920318603516,14.365300178527832,42,EU,NO,NO-18,Bodø,1,ENBO,BOO,,http://www.avinor.no/en/airport/bodo/frontpage,http://en.wikipedia.org/wiki/Bod%C3%B8_Airport,"Bodø Air Force Base, Bodø Main Air Station"
2578,ENGM,large_airport,Oslo Gardermoen Airport,60.193901062012,11.100399971008,681,EU,NO,NO-02,Oslo,1,ENGM,OSL,,https://avinor.no/en/airport/oslo-airport,"https://en.wikipedia.org/wiki/Oslo_Airport,_Gardermoen",
2602,ENZV,large_airport,"Stavanger Airport, Sola",58.87670135498047,5.63778018951416,29,EU,NO,NO-11,Stavanger,1,ENZV,SVG,,http://www.avinor.no/en/airport/stavanger/,"http://en.wikipedia.org/wiki/Stavanger_Airport,_Sola","Sola Air Station, Stavanger lufthavn, Sola"
2599,ENTC,large_airport,Tromsø Airport,69.68329620361328,18.918899536132812,31,EU,NO,NO-19,Tromsø,1,ENTC,TOS,,http://www.avinor.no/en/airport/tromso,http://en.wikipedia.org/wiki/Troms%C3%B8_Airport,"Langnes, Tromsøya, Tromso"
2601,ENVA,large_airport,"Trondheim Airport, Værnes",63.457801818848,10.923999786377,56,EU,NO,NO-17,Trondheim,1,ENVA,TRD,,https://avinor.no/en/airport/trondheim-airport/,http://en.wikipedia.org/wiki/Trondheim_Airport%2C_V%C3%A6rnes,
2608,EPGD,large_airport,Gdańsk Lech Wałęsa Airport,54.377601623535156,18.46619987487793,489,EU,PL,PL-PM,Gdańsk,1,EPGD,GDN,,http://www.airport.gdansk.pl/,http://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_Wa%C5%82%C4%99sa_Airport,Gdańsk-Rębiechowo
2613,EPKT,large_airport,Katowice International Airport,50.4743003845,19.079999923699997,995,EU,PL,PL-SL,Katowice,1,EPKT,KTW,,,http://en.wikipedia.org/wiki/Katowice_International_Airport,"Pyrzowice, Dąbrowa Górnicza"
2609,EPKK,large_airport,John Paul II International Airport Kraków-Balice Airport,50.077701568603516,19.784799575805664,791,EU,PL,PL-MA,Kraków,1,EPKK,KRK,,http://lotnisko-balice.pl/en.html,http://en.wikipedia.org/wiki/John_Paul_II_International_Airport_Krak%C3%B3w-Balice,Krakov
2625,EPPO,large_airport,Poznań-Ławica Airport,52.421001434299995,16.8262996674,308,EU,PL,PL-WP,Poznań,1,EPPO,POZ,,http://www.airport-poznan.com.pl/en/,http://en.wikipedia.org/wiki/Pozna%C5%84-%C5%81awica_Airport,
2622,EPMO,large_airport,Modlin Airport,52.4510993958,20.6518001556,341,EU,PL,PL-MZ,Warsaw,1,EPMO,WMI,,http://modlinairport.pl/,http://en.wikipedia.org/wiki/Warsaw%E2%80%93Modlin_Mazovia_Airport,Nowy Dwor Mazowiecki
2637,EPWA,large_airport,Warsaw Chopin Airport,52.1656990051,20.967100143399996,362,EU,PL,PL-MZ,Warsaw,1,EPWA,WAW,,http://www.lotnisko-chopina.pl/?lang=en,http://en.wikipedia.org/wiki/Warsaw_Frederic_Chopin_Airport,Okęcie
2638,EPWR,large_airport,Copernicus Wrocław Airport,51.1026992798,16.885799408,404,EU,PL,PL-DS,Wrocław,1,EPWR,WRO,,http://www.airport.wroclaw.pl/en/index.php,http://en.wikipedia.org/wiki/Copernicus_Airport_Wroc%C5%82aw,"Strachowice, Breslau"
4448,LPFR,large_airport,Faro Airport,37.0144004822,-7.96590995789,24,EU,PT,PT-08,Faro,1,LPFR,FAO,,http://www.ana.pt/en-US/Aeroportos/algarve/Faro/Pages/HomeFaro.aspx,http://en.wikipedia.org/wiki/Faro_Airport_(Portugal),
4451,LPLA,large_airport,Lajes Field,38.761798858599995,-27.090799331699998,180,EU,PT,PT-20,Lajes,1,LPLA,TER,,,http://en.wikipedia.org/wiki/Lajes_Field,Terceira Island
4461,LPPT,large_airport,Lisbon Portela Airport,38.7812995911,-9.13591957092,374,EU,PT,PT-11,Lisbon,1,LPPT,LIS,,http://www.ana.pt/en-US/Aeroportos/lisboa/Lisboa/Pages/HomeLisboa.aspx,http://en.wikipedia.org/wiki/Lisbon_Portela_Airport,Lisboa
4456,LPPD,large_airport,João Paulo II Airport,37.7411994934,-25.6979007721,259,EU,PT,PT-20,Ponta Delgada,1,LPPD,PDL,,http://www.ana.pt/en-US/Aeroportos/acores/PontaDelgada/Pages/Homepage-PontaDelgada.aspx,http://en.wikipedia.org/wiki/Jo%C3%A3o_Paulo_II_Airport,
4459,LPPR,large_airport,Francisco de Sá Carneiro Airport,41.2481002808,-8.68138980865,228,EU,PT,PT-13,Porto,1,LPPR,OPO,,http://www.ana.pt/en-US/Aeroportos/porto/Porto/Pages/Homepage-Porto.aspx,http://en.wikipedia.org/wiki/Francisco_S%C3%A1_Carneiro_Airport,
4482,LROP,large_airport,Henri Coandă International Airport,44.572200775146484,26.10219955444336,314,EU,RO,RO-B,Bucharest,1,LROP,OTP,,http://www.otp-airport.ro/www/index.html?&setLanguage=EN,http://en.wikipedia.org/wiki/Henri_Coand%C4%83_International_Airport,"BUH, Otopeni Airport, RoAF 90th Airlift Base"
4610,LYBE,large_airport,Belgrade Nikola Tesla Airport,44.8184013367,20.3090991974,335,EU,RS,RS-00,Belgrade,1,LYBE,BEG,,http://www.beg.aero/,http://en.wikipedia.org/wiki/Belgrade_Nikola_Tesla_Airport,"Beograd, Surčin Airport"
42924,RU-0035,large_airport,Grozny North Airport,43.388301849365234,45.69860076904297,,EU,RU,RU-CE,Grozny,1,URMG,GRV,,,,"Grozny Severny, Grozny, Аэропорт Грозный Северный, Аэропорт Грозный"
26404,UWKD,large_airport,Kazan International Airport,55.606201171875,49.278701782227,411,EU,RU,RU-TA,Kazan,1,UWKD,KZN,,http://www.kazan.aero/en/,http://en.wikipedia.org/wiki/Kazan_International_Airport,
34954,UWKG,large_airport,Borisoglebskoye Airport,55.86669921875,49.13330078125,213,EU,RU,RU-TA,Kazan,0,UWKG,,,,http://en.wikipedia.org/wiki/Borisoglebskoye_Airport,Аэропорт Борисоглебское
41136,RU-0016,large_airport,Lipetsk Air Base,52.6349983215332,39.44499969482422,636,EU,RU,RU-LIP,Lipetsk,0,,,,,http://en.wikipedia.org/wiki/Lipetsk_Air_Base,
26396,UUEE,large_airport,Sheremetyevo International Airport,55.972599029541,37.414600372314,622,EU,RU,RU-MOS,Moscow,1,UUEE,SVO,,http://www.svo.aero/en/,http://en.wikipedia.org/wiki/Sheremetyevo_International_Airport,"MOW, Международный аэропорт Шереметьево"
35046,RU-4464,large_airport,Olenya Air Base,68.151802062988,33.463901519775,702,EU,RU,RU-MUR,Olenegorsk,0,,,XLMO,,http://en.wikipedia.org/wiki/Olenya_(air_base),"ЬЛМО, Оленья, Olenegorsk"
6518,URRR,large_airport,Rostov-on-Don Airport,47.2582015991,39.8180999756,280,EU,RU,RU-ROS,Rostov-on-Don,1,URRR,ROV,,http://rnd-airport.ru/,http://en.wikipedia.org/wiki/Rostov-on-Don_Airport,"Аэропорт Ростов-на-Дону, Rostov-na-Donu Airport"
26412,UWWW,large_airport,Kurumoch International Airport,53.504901885986,50.16429901123,477,EU,RU,RU-SAM,Samara,1,UWWW,KUF,,http://airport.samara.ru/en/,http://en.wikipedia.org/wiki/Kurumoch_International_Airport,
6519,URSS,large_airport,Sochi International Airport,43.449901580811,39.956600189209,89,EU,RU,RU-KDA,Sochi,1,URSS,AER,,http://basel.aero/en/sochi/,http://en.wikipedia.org/wiki/Sochi_International_Airport,"Black Sea, Международный Аэропорт Сочи"
6489,ULLI,large_airport,Pulkovo Airport,59.80030059814453,30.262500762939453,78,EU,RU,RU-SPE,St. Petersburg,1,ULLI,LED,,http://www.pulkovoairport.ru/,http://en.wikipedia.org/wiki/Pulkovo_Airport,"Аэропо́рт Пу́лково, Leningrad, Shosseynaya Airport, Saint Petersburg, Petrograd"
26411,UWUU,large_airport,Ufa International Airport,54.557498931885,55.874401092529,449,EU,RU,RU-BA,Ufa,1,UWUU,UFA,,http://www.airportufa.ru/en/,http://en.wikipedia.org/wiki/Ufa_International_Airport,Международный аэропорт Уфа
42967,UUBW,large_airport,Ramenskoye Airport,55.55329895019531,38.150001525878906,377,EU,RU,RU-MOS,Zhukovsky,0,UUBW,,,,http://en.wikipedia.org/wiki/Ramenskoye_Airport,"Аэропорт Раменское, Zhukovsky Air Base, Gromov Flight Research Institute, Лётно-исследовательский институт имени М. М. Громова, ЛИИ"
2648,ESGG,large_airport,Gothenburg-Landvetter Airport,57.662799835205,12.279800415039,506,EU,SE,SE-Q,Gothenburg,1,ESGG,GOT,,https://www.swedavia.com/landvetter/,http://en.wikipedia.org/wiki/Gothenburg-Landvetter_Airport,Göteborg-Landvetter
2697,ESPA,large_airport,Luleå Airport,65.543800354004,22.121999740601,65,EU,SE,SE-BD,Luleå,1,ESPA,LLA,,https://www.swedavia.com/lulea/,http://en.wikipedia.org/wiki/Lule%C3%A5_Airport,Kallax Air Base
2669,ESMS,large_airport,Malmö Sturup Airport,55.536305364,13.376197814900001,236,EU,SE,SE-M,Malmö,1,ESMS,MMX,,http://www.swedavia.com/malmo/,http://en.wikipedia.org/wiki/Malm%C3%B6_Airport,
2701,ESSA,large_airport,Stockholm-Arlanda Airport,59.651901245117,17.918600082397,137,EU,SE,SE-AB,Stockholm,1,ESSA,ARN,,http://www.swedavia.se/arlanda/,http://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport,
4386,LJLJ,large_airport,Ljubljana Jože Pučnik Airport,46.22370147705078,14.457599639892578,1273,EU,SI,SI-061,Ljubljana,1,LJLJ,LJU,,http://www.lju-airport.si/,http://en.wikipedia.org/wiki/Ljubljana_Jo%C5%BEe_Pu%C4%8Dnik_Airport,"Ljubljana, Brnik, Kranj"
4617,LZIB,large_airport,M. R. Štefánik Airport,48.17020034790039,17.21269989013672,436,EU,SK,SK-BL,Bratislava,1,LZIB,BTS,,,http://en.wikipedia.org/wiki/M._R._%C5%A0tef%C3%A1nik_Airport,
4528,LTBA,large_airport,Atatürk International Airport,40.9768981934,28.814599990799998,163,EU,TR,TR-34,Istanbul,1,LTBA,IST,,http://www.ataturkairport.com/eng/,http://en.wikipedia.org/wiki/Atat%C3%BCrk_International_Airport,"Ataturk, Yeşilköy, Yesilkoy"
6468,UKCC,large_airport,Donetsk International Airport,48.07360076904297,37.73970031738281,791,EU,UA,UA-14,Donetsk,1,UKCC,DOK,,http://airport.dn.ua/,http://en.wikipedia.org/wiki/Donetsk_International_Airport,"Міжнародний аеропорт ""Донецьк"""
6476,UKHH,large_airport,Kharkiv International Airport,49.924800872802734,36.290000915527344,508,EU,UA,UA-63,Kharkiv,1,UKHH,HRK,,http://www.airport.kharkov.ua/,http://en.wikipedia.org/wiki/Kharkiv_International_Airport,"Osnova International Airport, Міжнародний аеропорт ""Харків"""
6467,UKBB,large_airport,Boryspil International Airport,50.345001220703125,30.894699096679688,427,EU,UA,UA-32,Kiev,1,UKBB,KBP,,http://www.airport-borispol.kiev.ua/,http://en.wikipedia.org/wiki/Boryspil_International_Airport,"Borispol, Міжнародний аеропорт ""Бориспіль"""
6487,UKOO,large_airport,Odessa International Airport,46.42679977416992,30.67650032043457,172,EU,UA,UA-51,Odessa,1,UKOO,ODS,,http://www.airport.od.ua/,http://en.wikipedia.org/wiki/Odessa_International_Airport,"Odesa Central, Міжнародний аеропорт Одеса"
6474,UKFF,large_airport,Simferopol International Airport,45.05220031738281,33.975101470947266,639,EU,UA,UA-43,Simferopol,1,UKFF,SIP,,http://www.airport.crimea.ua/,http://en.wikipedia.org/wiki/Simferopol_International_Airport,"Міжнародний аеропорт ""Сімферополь"""
26901,YBBN,large_airport,Brisbane International Airport,-27.384199142456055,153.11700439453125,13,OC,AU,AU-QLD,Brisbane,1,YBBN,BNE,,,http://en.wikipedia.org/wiki/Brisbane_Airport,
27131,YSCB,large_airport,Canberra International Airport,-35.30690002441406,149.19500732421875,1886,OC,AU,AU-ACT,Canberra,1,YSCB,CBR,,,http://en.wikipedia.org/wiki/Canberra_International_Airport,RAAF Base Fairbairn
27066,YMML,large_airport,Melbourne International Airport,-37.673301696777344,144.84300231933594,434,OC,AU,AU-VIC,Melbourne,1,YMML,MEL,,,http://en.wikipedia.org/wiki/Melbourne_Airport,
27119,YPPH,large_airport,Perth International Airport,-31.94029998779297,115.96700286865234,67,OC,AU,AU-WA,Perth,1,YPPH,PER,,,http://en.wikipedia.org/wiki/Perth_Airport,
27145,YSSY,large_airport,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21,OC,AU,AU-NSW,Sydney,1,YSSY,SYD,,http://www.sydneyairport.com.au/,http://en.wikipedia.org/wiki/Kingsford_Smith_International_Airport,RAAF Station Mascot
4958,NCRG,large_airport,Rarotonga International Airport,-21.2026996613,-159.805999756,19,OC,CK,CK-U-A,Avarua,1,NCRG,RAR,,,http://en.wikipedia.org/wiki/Rarotonga_International_Airport,
5433,PGUM,large_airport,Antonio B. Won Pat International Airport,13.4834003448,144.796005249,298,OC,GU,GU-U-A,"Hagåtña, Guam International Airport",1,PGUM,GUM,GUM,http://www.guamairport.com/,http://en.wikipedia.org/wiki/Antonio_B._Won_Pat_International_Airport,Agana
5023,NZAA,large_airport,Auckland International Airport,-37.008098602299995,174.792007446,23,OC,NZ,NZ-AUK,Auckland,1,NZAA,AKL,,http://www.auckland-airport.co.nz/,http://en.wikipedia.org/wiki/Auckland_International_Airport,
5026,NZCH,large_airport,Christchurch International Airport,-43.48939895629883,172.53199768066406,123,OC,NZ,NZ-CAN,Christchurch,1,NZCH,CHC,,http://www.christchurchairport.co.nz/,http://en.wikipedia.org/wiki/Christchurch_International_Airport,
5063,NZWN,large_airport,Wellington International Airport,-41.3272018433,174.804992676,41,OC,NZ,NZ-WGN,Wellington,1,NZWN,WLG,,http://www.wellingtonairport.co.nz/,http://en.wikipedia.org/wiki/Wellington_International_Airport,
67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.443380355834961,147.22000122070312,146,OC,PG,PG-NCD,Port Moresby,1,AYPY,POM,,,http://en.wikipedia.org/wiki/Jacksons_International_Airport,
5781,SAEZ,large_airport,Ministro Pistarini International Airport,-34.8222,-58.5358,67,SA,AR,AR-B,Buenos Aires,1,SAEZ,EZE,EZE,http://www.aa2000.com.ar/index.php,http://en.wikipedia.org/wiki/Ministro_Pistarini_International_Airport,BUE
5882,SBCF,large_airport,Tancredo Neves International Airport,-19.62444305419922,-43.97194290161133,2715,SA,BR,BR-MG,Belo Horizonte,1,SBCF,CNF,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=207,http://en.wikipedia.org/wiki/Tancredo_Neves_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=207
5867,SBBE,large_airport,Val de Cans/Júlio Cezar Ribeiro International Airport,-1.3792500495900002,-48.4762992859,54,SA,BR,BR-PA,Belém,1,SBBE,BEL,,http://www.infraero.gov.br/index.php/br/aeroportos/para/aeroporto-internacional-de-belem.html,http://en.wikipedia.org/wiki/Val_de_Cans_International_Airport,
5872,SBBR,large_airport,Presidente Juscelino Kubistschek International Airport,-15.86916732788086,-47.920833587646484,3497,SA,BR,BR-DF,Brasília,1,SBBR,BSB,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=146,http://en.wikipedia.org/wiki/Bras%C3%ADlia_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=146
5891,SBCT,large_airport,Afonso Pena Airport,-25.5284996033,-49.1758003235,2988,SA,BR,BR-PR,Curitiba,1,SBCT,CWB,,,http://en.wikipedia.org/wiki/Afonso_Pena_International_Airport,
5901,SBFL,large_airport,Hercílio Luz International Airport,-27.670278549194336,-48.5525016784668,16,SA,BR,BR-SC,Florianópolis,1,SBFL,FLN,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=228,http://en.wikipedia.org/wiki/Herc%C3%ADlio_Luz_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=228
313262,SBSG,large_airport,Governador Aluízio Alves International Airport,-5.768056,-35.376111,272,SA,BR,BR-RN,Natal,1,SBSG,NAT,,http://www.natal.aero,http://en.wikipedia.org/wiki/Greater_Natal_International_Airport,"Natal, Greater Natal International Airport,  Augusto Severo International Airport"
5906,SBGL,large_airport,RIOgaleão – Tom Jobim International Airport,-22.809999465900002,-43.25055694579999,28,SA,BR,BR-RJ,Rio De Janeiro,1,SBGL,GIG,,,http://en.wikipedia.org/wiki/Rio_de_Janeiro-Gale%C3%A3o_International_Airport,Galeão - Antônio Carlos Jobim International Airport
5977,SBSV,large_airport,Deputado Luiz Eduardo Magalhães International Airport,-12.9086112976,-38.3224983215,64,SA,BR,BR-BA,Salvador,1,SBSV,SSA,,,http://en.wikipedia.org/wiki/Deputado_Lu%C3%ADs_Eduardo_Magalh%C3%A3es_International_Airport,
5910,SBGR,large_airport,Guarulhos - Governador André Franco Montoro International Airport,-23.435556411743164,-46.47305679321289,2459,SA,BR,BR-SP,São Paulo,1,SBGR,GRU,,,http://en.wikipedia.org/wiki/S%C3%A3o_Paulo-Guarulhos_International_Airport,
5974,SBSP,large_airport,Congonhas Airport,-23.626110076904297,-46.65638732910156,2631,SA,BR,BR-SP,São Paulo,1,SBSP,CGH,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=219,http://en.wikipedia.org/wiki/Congonhas-S%C3%A3o_Paulo_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=219
6015,SCEL,large_airport,Comodoro Arturo Merino Benítez International Airport,-33.393001556396484,-70.78579711914062,1555,SA,CL,CL-RM,Santiago,1,SCEL,SCL,,http://www.aeropuertosantiago.cl/ingles/index.php,http://en.wikipedia.org/wiki/Comodoro_Arturo_Merino_Ben%C3%ADtez_International_Airport,
6104,SKBO,large_airport,El Dorado International Airport,4.70159,-74.1469,8361,SA,CO,CO-CUN,Bogota,1,SKBO,BOG,BOG,,http://en.wikipedia.org/wiki/El_Dorado_International_Airport,
6061,SELT,large_airport,Cotopaxi International Airport,-0.9068329930310001,-78.6157989502,9205,SA,EC,EC-X,Latacunga,1,SELT,LTX,,http://www.dgac.gob.ec/latacunga/,http://es.wikipedia.org/wiki/Aeropuerto_Internacional_Cotopaxi,"Latacunga, Vulcano, Ecuador, Cargo, Long runway, Height"
308273,SEQM,large_airport,Mariscal Sucre International Airport,-0.129166666667,-78.3575,7841,SA,EC,EC-P,Quito,1,SEQM,UIO,UIO,,http://en.wikipedia.org/wiki/Mariscal_Sucre_International_Airport,Nuevo Aeropuerto Internacional Mariscal Sucre
6243,SPZO,large_airport,Alejandro Velasco Astete International Airport,-13.535699844400002,-71.9387969971,10860,SA,PE,PE-CUS,Cusco,1,SPZO,CUZ,,http://www.corpac.gob.pe/,http://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport,
6217,SPIM,large_airport,Jorge Chávez International Airport,-12.021900177,-77.11430358890001,113,SA,PE,PE-LIM,Lima,1,SPIM,LIM,,http://www.lap.com.pe/,http://en.wikipedia.org/wiki/Jorge_Ch%C3%A1vez_International_Airport,
6247,SUMU,large_airport,Carrasco International /General C L Berisso Airport,-34.838401794433594,-56.030799865722656,105,SA,UY,UY-MO,Montevideo,1,SUMU,MVD,,,http://en.wikipedia.org/wiki/Carrasco_International_Airport,
