id,ident,type,name,lat,long,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
3568,KGSO,large_airport,Piedmont Triad International Airport,36.097801208496094,-79.93730163574219,925,,US,US-NC,Greensboro,1,KGSO,GSO,GSO,,http://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport,
3844,KRDU,large_airport,Raleigh Durham International Airport,35.877601623535156,-78.7874984741211,435,,US,US-NC,Raleigh/Durham,1,KRDU,RDU,RDU,,http://en.wikipedia.org/wiki/Raleigh-Durham_International_Airport,
3521,KEWR,large_airport,Newark Liberty International Airport,40.692501068115234,-74.168701171875,18,,US,US-NJ,Newark,1,KEWR,EWR,EWR,http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,http://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,"Manhattan, New York City, NYC"
16091,KABQ,large_airport,Albuquerque International Sunport Airport,35.040199279785156,-106.60900115966797,5355,,US,US-NM,Albuquerque,1,KABQ,ABQ,ABQ,,http://en.wikipedia.org/wiki/Albuquerque_International_Sunport,
3631,KLAS,large_airport,McCarran International Airport,36.08010101,-115.1520004,2181,,US,US-NV,Las Vegas,1,KLAS,LAS,LAS,http://www.mccarran.com/,http://en.wikipedia.org/wiki/McCarran_International_Airport,
3853,KRNO,large_airport,Reno Tahoe International Airport,39.49909973144531,-119.76799774169922,4415,,US,US-NV,Reno,1,KRNO,RNO,RNO,,http://en.wikipedia.org/wiki/Reno-Tahoe_International_Airport,
3431,KBUF,large_airport,Buffalo Niagara International Airport,42.94049835,-78.73220062,728,,US,US-NY,Buffalo,1,KBUF,BUF,BUF,,http://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport,
3622,KJFK,large_airport,John F Kennedy International Airport,40.63980103,-73.77890015,13,,US,US-NY,New York,1,KJFK,JFK,JFK,http://www.panynj.gov/CommutingTravel/airports/html/kennedy.html,http://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,"Manhattan, New York City, NYC, Idlewild"
3855,KROC,large_airport,Greater Rochester International Airport,43.118900299072266,-77.67240142822266,559,,US,US-NY,Rochester,1,KROC,ROC,ROC,,http://en.wikipedia.org/wiki/Greater_Rochester_International_Airport,
3454,KCLE,large_airport,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,791,,US,US-OH,Cleveland,1,KCLE,CLE,CLE,http://www.clevelandairport.com/,http://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,
3458,KCMH,large_airport,Port Columbus International Airport,39.99800109863281,-82.89189910888672,815,,US,US-OH,Columbus,1,KCMH,CMH,CMH,,http://en.wikipedia.org/wiki/Port_Columbus_International_Airport,
3481,KDAY,large_airport,James M Cox Dayton International Airport,39.902400970458984,-84.21939849853516,1009,,US,US-OH,Dayton,1,KDAY,DAY,DAY,,http://en.wikipedia.org/wiki/Dayton_International_Airport,
3930,KTUL,large_airport,Tulsa International Airport,36.19839859008789,-95.88809967041016,677,,US,US-OK,Tulsa,1,KTUL,TUL,TUL,,http://en.wikipedia.org/wiki/Tulsa_International_Airport,
3768,KPDX,large_airport,Portland International Airport,45.58869934,-122.5979996,31,,US,US-OR,Portland,1,KPDX,PDX,PDX,,http://en.wikipedia.org/wiki/Portland_International_Airport,
3515,KERI,large_airport,Erie International Tom Ridge Field,42.0831270134,-80.1738667488,732,,US,US-PA,Erie,1,KERI,ERI,ERI,,http://en.wikipedia.org/wiki/Erie_International_Airport,
3771,KPHL,large_airport,Philadelphia International Airport,39.87189865112305,-75.24109649658203,36,,US,US-PA,Philadelphia,1,KPHL,PHL,PHL,http://www.phl.org/,http://en.wikipedia.org/wiki/Philadelphia_International_Airport,
3778,KPIT,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,1203,,US,US-PA,Pittsburgh,1,KPIT,PIT,PIT,,http://en.wikipedia.org/wiki/Pittsburgh_International_Airport,
3450,KCHS,large_airport,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,46,,US,US-SC,Charleston,1,KCHS,CHS,CHS,,http://en.wikipedia.org/wiki/Charleston_International_Airport,Charleston Air Force Base
3569,KGSP,large_airport,Greenville Spartanburg International Airport,34.8956985474,-82.2189025879,964,,US,US-SC,Greenville,1,KGSP,GSP,GSP,,http://en.wikipedia.org/wiki/Greenville-Spartanburg_International_Airport,
3675,KMEM,large_airport,Memphis International Airport,35.04240036010742,-89.97669982910156,341,,US,US-TN,Memphis,1,KMEM,MEM,MEM,,http://en.wikipedia.org/wiki/Memphis_International_Airport,
3420,KBNA,large_airport,Nashville International Airport,36.1245002746582,-86.6781997680664,599,,US,US-TN,Nashville,1,KBNA,BNA,BNA,,http://en.wikipedia.org/wiki/Nashville_International_Airport,
3604,KIAH,large_airport,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,97,,US,US-TX,Houston,1,KIAH,IAH,IAH,http://www.fly2houston.com/iah,http://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,QHO
3386,KAUS,large_airport,Austin Bergstrom International Airport,30.194499969482422,-97.6698989868164,542,,US,US-TX,Austin,1,KAUS,AUS,AUS,http://www.ci.austin.tx.us/austinairport/,http://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,
3488,KDFW,large_airport,Dallas Fort Worth International Airport,32.89680099487305,-97.03800201416016,607,,US,US-TX,Dallas-Fort Worth,1,KDFW,DFW,DFW,http://www.dfwairport.com/,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,QDF
3863,KSAT,large_airport,San Antonio International Airport,29.533700942993164,-98.46980285644531,809,,US,US-TX,San Antonio,1,KSAT,SAT,SAT,,http://en.wikipedia.org/wiki/San_Antonio_International_Airport,
3887,KSLC,large_airport,Salt Lake City International Airport,40.78839874267578,-111.97799682617188,4227,,US,US-UT,Salt Lake City,1,KSLC,SLC,SLC,,http://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport,
3770,KPHF,large_airport,Newport News Williamsburg International Airport,37.13190079,-76.49299622,42,,US,US-VA,Newport News,1,KPHF,PHF,PHF,,http://en.wikipedia.org/wiki/Newport_News/Williamsburg_International_Airport,
3755,KORF,large_airport,Norfolk International Airport,36.89459991455078,-76.20120239257812,26,,US,US-VA,Norfolk,1,KORF,ORF,ORF,,http://en.wikipedia.org/wiki/Norfolk_International_Airport,
3847,KRIC,large_airport,Richmond International Airport,37.50519943237305,-77.3197021484375,167,,US,US-VA,Richmond,1,KRIC,RIC,RIC,,http://en.wikipedia.org/wiki/Richmond_International_Airport,
3401,KBFI,large_airport,Boeing Field King County International Airport,47.529998779296875,-122.302001953125,21,,US,US-WA,Seattle,1,KBFI,BFI,BFI,,http://en.wikipedia.org/wiki/Boeing_Field,
3875,KSEA,large_airport,Seattle Tacoma International Airport,47.44900131225586,-122.30899810791016,433,,US,US-WA,Seattle,1,KSEA,SEA,SEA,http://www.portseattle.org/seatac/,http://en.wikipedia.org/wiki/Seattle-Tacoma_International_Airport,
3552,KGEG,large_airport,Spokane International Airport,47.61989974975586,-117.53399658203125,2376,,US,US-WA,Spokane,1,KGEG,GEG,GEG,,http://en.wikipedia.org/wiki/Spokane_International_Airport,
3562,KGRB,large_airport,Austin Straubel International Airport,44.48509979248047,-88.12960052490234,695,,US,US-WI,Green Bay,1,KGRB,GRB,GRB,,http://en.wikipedia.org/wiki/Austin_Straubel_International_Airport,
3690,KMKE,large_airport,General Mitchell International Airport,42.947200775146484,-87.89659881591797,723,,US,US-WI,Milwaukee,1,KMKE,MKE,MKE,,http://en.wikipedia.org/wiki/General_Mitchell_International_Airport,
3465,KCPR,large_airport,Casper-Natrona County International Airport,42.90800095,-106.4639969,5350,,US,US-WY,Casper,1,KCPR,CPR,CPR,,http://en.wikipedia.org/wiki/Natrona_County_International_Airport,
3186,HEGN,large_airport,Hurghada International Airport,27.178300857543945,33.799400329589844,52,AF,EG,EG-BA,Hurghada,1,HEGN,HRG,,,http://en.wikipedia.org/wiki/Hurghada_International_Airport,"Al Ghardaqah, الغردقة"
3183,HECA,large_airport,Cairo International Airport,30.12190055847168,31.40559959411621,382,AF,EG,EG-C,Cairo,1,HECA,CAI,,,http://en.wikipedia.org/wiki/Cairo_International_Airport,
3157,HAAB,large_airport,Addis Ababa Bole International Airport,8.97789001465,38.799301147499996,7630,AF,ET,ET-AA,Addis Ababa,1,HAAB,ADD,,http://www.ethiopianairports.com,http://en.wikipedia.org/wiki/Bole_International_Airport,"Haile Selassie I, Bole International Airport"
2090,DGAA,large_airport,Kotoka International Airport,5.605189800262451,-0.16678600013256073,205,AF,GH,GH-AA,Accra,1,DGAA,ACC,,,http://en.wikipedia.org/wiki/Kotoka_International_Airport,
3206,HKJK,large_airport,Jomo Kenyatta International Airport,-1.31923997402,36.9277992249,5330,AF,KE,KE-110,Nairobi,1,HKJK,NBO,,http://www.kenyaairports.com/jkia/IndexJkia.php,http://en.wikipedia.org/wiki/Jomo_Kenyatta_International_Airport,"Jkia Airport, Embakasi Airport, Nairobi International Airport"
3213,HKMO,large_airport,Mombasa Moi International Airport,-4.034830093383789,39.594200134277344,200,AF,KE,KE-300,Mombasa,1,HKMO,MBA,,http://www.kenyaairports.co.ke/kaa/airports/moi/,http://en.wikipedia.org/wiki/Moi_International_Airport,
3227,HLLT,large_airport,Tripoli International Airport,32.6635017395,13.1590003967,263,AF,LY,LY-TB,Tripoli,1,HLLT,TIP,,,http://en.wikipedia.org/wiki/Tripoli_International_Airport,
3113,GMMN,large_airport,Mohammed V International Airport,33.36750030517578,-7.589970111846924,656,AF,MA,MA-CAS,Casablanca,1,GMMN,CMN,,http://www.onda.ma/ONDA/Fr/Espaces/EspacePassagers/LeReseauAeroportuaireONDA/Lesaeroports/Fiches+d%E2%80%99identit%C3%A9+par+a%C,http://en.wikipedia.org/wiki/Mohammed_V_International_Airport,"CAS, Casabianca, Nouasseur"
309668,DNAI,large_airport,Akwa Ibom International Airport,4.8725,8.093,170,AF,NG,NG-AK,Uyo,1,DNAI,QUO,,http://www.ibomairport.com.ng/,http://en.wikipedia.org/wiki/Akwa_Ibom_Airport,
2104,DNAA,large_airport,Nnamdi Azikiwe International Airport,9.006790161132812,7.263169765472412,1123,AF,NG,NG-FC,Abuja,1,DNAA,ABV,,http://www.faannigeria.org/nigeria-airport.php?airport=3,http://en.wikipedia.org/wiki/Nnamdi_Azikiwe_International_Airport,
2118,DNMM,large_airport,Murtala Muhammed International Airport,6.5773701667785645,3.321160078048706,135,AF,NG,NG-LA,Lagos,1,DNMM,LOS,,http://www.faannigeria.org/nigeria-airport.php?airport=1,http://en.wikipedia.org/wiki/Murtala_Mohammed_International_Airport,
3249,HSSS,large_airport,Khartoum International Airport,15.589500427246094,32.553199768066406,1265,AF,SD,SD-03,Khartoum,1,HSSS,KRT,,,http://en.wikipedia.org/wiki/Khartoum_International_Airport,
3125,GOOY,large_airport,Léopold Sédar Senghor International Airport,14.739700317382812,-17.49020004272461,85,AF,SN,SN-DK,Dakar,1,GOOY,DKR,,http://www.aeroportdakar.com/,http://en.wikipedia.org/wiki/Dakar-Yoff-L%C3%A9opold_S%C3%A9dar_Senghor_International_Airport,
3247,HSSJ,large_airport,Juba International Airport,4.87201023102,31.6011009216,1513,AF,SS,SS-17,Juba,1,HSSJ,JUB,,,http://en.wikipedia.org/wiki/Juba_Airport,JIA
2133,DTTA,large_airport,Tunis Carthage International Airport,36.85100173950195,10.22719955444336,22,AF,TN,TN-11,Tunis,1,DTTA,TUN,,http://www.oaca.nat.tn/english/div_horizontal_tunis_airport_eng.htm,http://en.wikipedia.org/wiki/Tunis-Carthage_International_Airport,"Aéroport international de Tunis-Carthage, مطار تونس قرطاج الدولي"
44483,TN-0002,large_airport,Enfidha - Hammamet International Airport,36.075833,10.438611,21,AF,TN,TN-51,Enfidha,1,DTNH,NBE,,http://www.enfidhahammametairport.com/,http://en.wikipedia.org/wiki/Enfidha_%E2%80%93_Hammamet_International_Airport,DTNZ
2792,FAJS,large_airport,OR Tambo International Airport,-26.1392002106,28.246000289900003,5558,AF,ZA,ZA-GT,Johannesburg,1,FAOR,JNB,,http://www.acsa.co.za/home.asp?pid=228,http://en.wikipedia.org/wiki/OR_Tambo_International_Airport,"Johannesburg International Airport, Jan Smuts International Airport"
300795,FALE,large_airport,King Shaka International Airport,-29.6144444444,31.1197222222,295,AF,ZA,ZA-NL,Durban,1,FALE,DUR,,,http://en.wikipedia.org/wiki/King_Shaka_International_Airport,La Mercy Airport
2775,FACT,large_airport,Cape Town International Airport,-33.9648017883,18.6016998291,151,AF,ZA,ZA-WC,Cape Town,1,FACT,CPT,,http://www.airports.co.za/home.asp?pid=229,http://en.wikipedia.org/wiki/Cape_Town_International_Airport,"Kaapstad Internasionale Lughawe, CTIA, DF Malan Airport"
5226,OMAA,large_airport,Abu Dhabi International Airport,24.433000564575195,54.651100158691406,88,AS,AE,AE-AZ,Abu Dhabi,1,OMAA,AUH,,http://www.abudhabiairport.ae/,http://en.wikipedia.org/wiki/Abu_Dhabi_International_Airport,
5235,OMDB,large_airport,Dubai International Airport,25.2527999878,55.3643989563,62,AS,AE,AE-DU,Dubai,1,OMDB,DXB,,http://www.dubaiairport.com/dia/english/home/,http://en.wikipedia.org/wiki/Dubai_International_Airport,مطار دبي الدولي‎
300320,OMDW,large_airport,Al Maktoum International Airport,24.896666666699996,55.1613888889,114,AS,AE,AE-DU,Jebel Ali,0,OMDW,DWC,,,http://en.wikipedia.org/wiki/Al_Maktoum_International_Airport,
5239,OMSJ,large_airport,Sharjah International Airport,25.32859992980957,55.5172004699707,111,AS,AE,AE-SH,Sharjah,1,OMSJ,SHJ,,,http://en.wikipedia.org/wiki/Sharjah_International_Airport,
6446,UDYZ,large_airport,Zvartnots International Airport,40.1473007202,44.3959007263,2838,AS,AM,AM-ER,Yerevan,1,UDYZ,EVN,,http://www.aia-zvartnots.aero/,http://en.wikipedia.org/wiki/Zvartnots_International_Airport,"UGEE, Erevan Airport, Erivan Airport, Аэропорт Звартноц, Аэропорт Ереван"
6440,UBBB,large_airport,Heydar Aliyev International Airport,40.467498779296875,50.04669952392578,10,AS,AZ,AZ-BA,Baku,1,UBBB,GYD,,http://www.airport-baku.com/,http://en.wikipedia.org/wiki/Heydar_Aliyev_International_Airport,"BAK, Bina International Airport, Heydər Əliyev adına beynəlxalq hava limanı"
5079,OBBI,large_airport,Bahrain International Airport,26.27079963684082,50.63359832763672,6,AS,BH,BH-15,Manama,1,OBBI,BAH,,http://www.bahrainairport.com/,http://en.wikipedia.org/wiki/Bahrain_International_Airport,مطار البحرين الدولي
26819,WBSB,large_airport,Brunei International Airport,4.944200038909912,114.9280014038086,73,AS,BN,BN-BM,Bandar Seri Begawan,1,WBSB,BWN,,,http://en.wikipedia.org/wiki/Brunei_International_Airport,
27188,ZBAA,large_airport,Beijing Capital International Airport,40.080101013183594,116.58499908447266,116,AS,CN,CN-11,Beijing,1,ZBAA,PEK,,http://en.bcia.com.cn/,http://en.wikipedia.org/wiki/Beijing_Capital_International_Airport,"BJS, Bejing, Peking, Olympics"
27192,ZBTJ,large_airport,Tianjin Binhai International Airport,39.124401092499994,117.346000671,10,AS,CN,CN-12,Tianjin,1,ZBTJ,TSN,,,http://en.wikipedia.org/wiki/Tianjin_Binhai_International_Airport,
27225,ZSSS,large_airport,Shanghai Hongqiao International Airport,31.197900772094727,121.33599853515625,10,AS,CN,CN-31,Shanghai,1,ZSSS,SHA,,,http://en.wikipedia.org/wiki/Shanghai_Hongqiao_International_Airport,
27218,ZSHC,large_airport,Hangzhou Xiaoshan International Airport,30.22949981689453,120.43399810791016,23,AS,CN,CN-33,Hangzhou,1,ZSHC,HGH,,http://www.hzairport.com/,http://en.wikipedia.org/wiki/Hangzhou_Xiaoshan_International_Airport,"Hang Zhou, 杭州萧山国际机场"
27220,ZSNB,large_airport,Ningbo Lishe International Airport,29.82670021057129,121.46199798583984,13,AS,CN,CN-33,Ningbo,1,ZSNB,NGB,,,http://en.wikipedia.org/wiki/Ningbo_Lishe_International_Airport,
27217,ZSFZ,large_airport,Fuzhou Changle International Airport,25.935100555419922,119.66300201416016,46,AS,CN,CN-35,Fuzhou,1,ZSFZ,FOC,,http://www.xiafz.com.cn/en/index.asp,http://en.wikipedia.org/wiki/Fuzhou_Changle_International_Airport,
27215,ZSAM,large_airport,Xiamen Gaoqi International Airport,24.54400062561035,118.12799835205078,59,AS,CN,CN-35,Xiamen,1,ZSAM,XMN,,http://www.xiagc.com.cn/enweb/,http://en.wikipedia.org/wiki/Xiamen_Gaoqi_International_Airport,厦门高崎国际机场
27199,ZHCC,large_airport,Zhengzhou Xinzheng International Airport,34.519699096699995,113.841003418,495,AS,CN,CN-41,Zhengzhou,1,ZHCC,CGO,,,http://en.wikipedia.org/wiki/Zhengzhou_Xinzheng_International_Airport,Xinzheng Airport
27200,ZHHH,large_airport,Wuhan Tianhe International Airport,30.78380012512207,114.20800018310547,113,AS,CN,CN-42,Wuhan,1,ZHHH,WUH,,,http://en.wikipedia.org/wiki/Wuhan_Tianhe_International_Airport,
27195,ZGHA,large_airport,Changsha Huanghua International Airport,28.189199447599997,113.220001221,217,AS,CN,CN-43,Changsha,1,ZGHA,CSX,,,http://en.wikipedia.org/wiki/Changsha_Huanghua_International_Airport,长沙黄花国际机场
27194,ZGGG,large_airport,Guangzhou Baiyun International Airport,23.39240074157715,113.29900360107422,50,AS,CN,CN-44,Guangzhou,1,ZGGG,CAN,,http://www.baiyunairport.com/english/index.jsp,http://en.wikipedia.org/wiki/Guangzhou_Baiyun_International_Airport,
27198,ZGSZ,large_airport,Shenzhen Bao'an International Airport,22.639299392700195,113.81099700927734,13,AS,CN,CN-44,Shenzhen,1,ZGSZ,SZX,,http://eng.szairport.com/,http://en.wikipedia.org/wiki/Shenzhen_Bao'an_International_Airport,"Baoan, Huangtian Airport"
27196,ZGKL,large_airport,Guilin Liangjiang International Airport,25.21809959411621,110.03900146484375,570,AS,CN,CN-45,Guilin City,1,ZGKL,KWL,,,http://en.wikipedia.org/wiki/Guilin_Liangjiang_International_Airport,
27201,ZJHK,large_airport,Haikou Meilan International Airport,19.934900283813477,110.45899963378906,75,AS,CN,CN-46,Haikou,1,ZJHK,HAK,,,http://en.wikipedia.org/wiki/Haikou_Meilan_International_Airport,ZGHK
27202,ZJSY,large_airport,Sanya Phoenix International Airport,18.302900314331055,109.41200256347656,92,AS,CN,CN-46,Sanya,1,ZJSY,SYX,,,http://en.wikipedia.org/wiki/Sanya_Phoenix_International_Airport,
27228,ZUCK,large_airport,Chongqing Jiangbei International Airport,29.719200134277344,106.64199829101562,1365,AS,CN,CN-50,Chongqing,1,ZUCK,CKG,,,http://en.wikipedia.org/wiki/Chongqing_Jiangbei_International_Airport,
27230,ZUUU,large_airport,Chengdu Shuangliu International Airport,30.578500747680664,103.9469985961914,1625,AS,CN,CN-51,Chengdu,1,ZUUU,CTU,,http://www.cdairport.com/cdairport/en_front/index.jsp,http://en.wikipedia.org/wiki/Chengdu_Shuangliu_International_Airport,成都双流国际机场
27214,ZPPP,large_airport,Kunming Changshui International Airport,25.1019444,102.9291667,6903,AS,CN,CN-53,Kunming,1,ZPPP,KMG,,,https://en.wikipedia.org/wiki/Kunming_Changshui_International_Airport,
27205,ZLXY,large_airport,Xi'an Xianyang International Airport,34.44710159301758,108.75199890136719,1572,AS,CN,CN-61,Xianyang,1,ZLXY,XIY,,http://www.xian-airport.com/,http://en.wikipedia.org/wiki/Xi'an_Xianyang_International_Airport,"西安咸阳国际机场, Xian"
27236,ZWWW,large_airport,Ürümqi Diwopu International Airport,43.907100677490234,87.47419738769531,2125,AS,CN,CN-65,Ürümqi,1,ZWWW,URC,,,http://en.wikipedia.org/wiki/%C3%9Cr%C3%BCmqi_Diwopu_International_Airport,
3980,LCLK,large_airport,Larnaca International Airport,34.875099182128906,33.624900817871094,8,AS,CY,CY-04,Larnarca,1,LCLK,LCA,,http://www.cyprusairports.com.cy/showpage.php?PageID=2,http://en.wikipedia.org/wiki/Larnaca_International_Airport,Διεθνές Aεροδρόμιο Λάρνακας
3981,LCPH,large_airport,Paphos International Airport,34.71799850463867,32.48569869995117,41,AS,CY,CY-06,Paphos,1,LCPH,PFO,,http://paphosinternationalairport.com/index_papxmas.html,http://en.wikipedia.org/wiki/Paphos_International_Airport,"Pafos, Mandria, Kouklia, Διεθνής Αερολιμένας Πάφου"
6453,UGTB,large_airport,Tbilisi International Airport,41.6692008972,44.95470047,1624,AS,GE,GE-TB,Tbilisi,1,UGTB,TBS,,http://www.tbilisiairport.com/,http://en.wikipedia.org/wiki/Tbilisi_International_Airport,თბილისის საერთაშორისო აეროპორტი
26535,VHHH,large_airport,Chek Lap Kok International Airport,22.3089008331,113.915000916,28,AS,HK,HK-U-A,Hong Kong,1,VHHH,HKG,,http://www.hongkongairport.com/,http://en.wikipedia.org/wiki/Hong_Kong_International_Airport,"Chek Lap Kok Airport, 赤鱲角機場"
26751,WADD,large_airport,Ngurah Rai (Bali) International Airport,-8.7481698989868,115.16699981689,14,AS,ID,ID-BA,Denpasar-Bali Island,1,WADD,DPS,,http://www.angkasapura1.co.id/eng/location/bali.htm,http://en.wikipedia.org/wiki/Ngurah_Rai_Airport,WRRR
26835,WIII,large_airport,Soekarno-Hatta International Airport,-6.1255698204,106.65599823,34,AS,ID,ID-BT,Jakarta,1,WIII,CGK,,http://www.jakartasoekarnohattaairport.com/,http://en.wikipedia.org/wiki/Soekarno-Hatta_International_Airport,"JKT, Cengkareng, Java"
26789,WARR,large_airport,Juanda International Airport,-7.3798298835754395,112.78700256347656,9,AS,ID,ID-JI,Surabaya,1,WARR,SUB,,http://www.juanda-airport.com/,http://en.wikipedia.org/wiki/Juanda_International_Airport,WRSJ
309298,ID-0017,large_airport,Sungai Siring International Airport,-0.373611,117.255556,82,AS,ID,ID-KI,Samarinda,1,,,,http://www.proyek.dishubprovkaltim.info/?pro=1,http://en.wikipedia.org/wiki/Samarinda_International_Airport,"Sungai Siring Airport, فرودگاه سیرینگ"
26745,WAAA,large_airport,Hasanuddin International Airport,-5.061629772186279,119.55400085449219,47,AS,ID,ID-SN,Ujung Pandang-Celebes Island,1,WAAA,UPG,,,http://en.wikipedia.org/wiki/Hasanuddin_International_Airport,
309577,ID-0018,large_airport,Medan/Kuala Namu International Airport,3.642222,98.885278,,AS,ID,ID-SU,,0,WIMM,KNO,,,http://en.wikipedia.org/wiki/Kuala_Namu_International_Airport,
4423,LLOV,large_airport,Ovda International Airport,29.94029998779297,34.93579864501953,1492,AS,IL,IL-D,Eilat,1,LLOV,VDA,,,http://en.wikipedia.org/wiki/Ovda_International_Airport,Ovda Air Force Base
4411,LLBG,large_airport,Ben Gurion International Airport,32.01139831542969,34.88669967651367,135,AS,IL,IL-M,Tel Aviv,1,LLBG,TLV,,http://www.iaa.gov.il/Rashat/en-US/Airports/BenGurion/,http://en.wikipedia.org/wiki/Ben_Gurion_International_Airport,
26555,VIDP,large_airport,Indira Gandhi International Airport,28.566499710083008,77.10310363769531,777,AS,IN,IN-DL,New Delhi,1,VIDP,DEL,,,http://en.wikipedia.org/wiki/Indira_Gandhi_International_Airport,Palam Air Force Station
35145,VOBL,large_airport,Bengaluru International Airport,13.197899818399998,77.7062988281,3000,AS,IN,IN-KA,Bangalore,1,VOBL,BLR,,http://www.bengaluruairport.com/home/home.jspx,http://en.wikipedia.org/wiki/Bengaluru_International_Airport,
26610,VOCL,large_airport,Calicut International Airport,11.1367998123,75.95529937740001,342,AS,IN,IN-KL,Calicut,1,VOCL,CCJ,,,http://en.wikipedia.org/wiki/Calicut_International_Airport,
26609,VOCI,large_airport,Cochin International Airport,10.1520004272,76.40190124510002,30,AS,IN,IN-KL,Cochin,1,VOCI,COK,,http://www.cochin-airport.com/,http://en.wikipedia.org/wiki/Cochin_International_Airport,Cochin
26629,VOTV,large_airport,Trivandrum International Airport,8.48211956024,76.9200973511,15,AS,IN,IN-KL,Thiruvananthapuram,1,VOTV,TRV,,,http://en.wikipedia.org/wiki/Trivandrum_International_Airport,"Thiruvananthapuram International Airport, Trivandrum Air Force Station"
26434,VABB,large_airport,Chhatrapati Shivaji International Airport,19.0886993408,72.8678970337,39,AS,IN,IN-MM,Mumbai,1,VABB,BOM,,http://www.csia.in/,http://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport,"Bombay, Sahar International Airport"
26540,VIAR,large_airport,Sri Guru Ram Dass Jee International Airport,31.7096004486,74.7973022461,756,AS,IN,IN-PB,Amritsar,1,VIAR,ATQ,,http://www.aai.aero/allAirports/amritsar_generalinfo.jsp,http://en.wikipedia.org/wiki/Sri_Guru_Ram_Dass_Jee_International_Airport,Amritsar Air Force Station
26618,VOMM,large_airport,Chennai International Airport,12.990005493164062,80.16929626464844,52,AS,IN,IN-TN,Chennai,1,VOMM,MAA,,,http://en.wikipedia.org/wiki/Chennai_International_Airport,
35141,VOHS,large_airport,Rajiv Gandhi International Airport,17.2313175201,78.4298553467,2024,AS,IN,IN-U-A,Hyderabad,1,VOHS,HYD,,http://www.shamshabadairport.com/,http://en.wikipedia.org/wiki/Rajiv_Gandhi_International_Airport,"Shamshabad, Hyderabad"
26496,VECC,large_airport,Netaji Subhash Chandra Bose International Airport,22.654699325561523,88.44670104980469,16,AS,IN,IN-WB,Kolkata,1,VECC,CCU,,,http://en.wikipedia.org/wiki/Netaji_Subhash_Chandra_Bose_International_Airport,"Calcutta, Kolkatta, Dum Dum Air Force Station"
5294,ORMM,large_airport,Basrah International Airport,30.549100875854492,47.66210174560547,11,AS,IQ,IQ-BA,Basrah,1,ORMM,BSR,,,http://en.wikipedia.org/wiki/Basra_International_Airport,
5289,ORBI,large_airport,Baghdad International Airport,33.262500762900004,44.2346000671,114,AS,IQ,IQ-BG,Baghdad,1,ORBI,BGW,,,http://en.wikipedia.org/wiki/Baghdad_International_Airport,"SDA, BIAP, VBC, ORBS, Camp Sather, Saddam International Airport, Al Anbar Airport"
5204,OITT,large_airport,Tabriz International Airport,38.1338996887207,46.23500061035156,4459,AS,IR,IR-01,Tabriz,1,OITT,TBZ,,http://www.tabrizairport.ir/,http://en.wikipedia.org/wiki/Tabriz_International_Airport,IRIAF
5168,OIII,large_airport,Mehrabad International Airport,35.68920135498047,51.31340026855469,3962,AS,IR,IR-07,Tehran,1,OIII,THR,,,http://en.wikipedia.org/wiki/Mehrabad_International_Airport,
5197,OISS,large_airport,Shiraz Shahid Dastghaib International Airport,29.539199829101562,52.58980178833008,4920,AS,IR,IR-14,Shiraz,1,OISS,SYZ,,http://shirazairport.ir/,http://en.wikipedia.org/wiki/Shiraz_International_Airport,
5183,OIMM,large_airport,Mashhad International Airport,36.235198974609375,59.64099884033203,3263,AS,IR,IR-30,Mashhad,1,OIMM,MHD,,,http://en.wikipedia.org/wiki/Mashhad_International_Airport,Shahid Hashemi Nejad Airport
5212,OJAI,large_airport,Queen Alia International Airport,31.7226009369,35.9931983948,2395,AS,JO,JO-AM,Amman,1,OJAI,AMM,,,http://en.wikipedia.org/wiki/Queen_Alia_International_Airport,
5627,RJTT,large_airport,Tokyo International Airport,35.55229949951172,139.77999877929688,35,AS,JP,JP-13,Tokyo,1,RJTT,HND,,http://www.tokyo-airport-bldg.co.jp/,http://en.wikipedia.org/wiki/Tokyo_International_Airport,"TYO, Haneda"
5576,RJGG,large_airport,Chubu Centrair International Airport,34.8583984375,136.80499267578125,15,AS,JP,JP-23,Tokoname,1,RJGG,NGO,,,http://en.wikipedia.org/wiki/Ch%C5%ABbu_Centrair_International_Airport,
5598,RJOO,large_airport,Osaka International Airport,34.785499572753906,135.43800354003906,50,AS,JP,JP-27,Osaka,1,RJOO,ITM,,,http://en.wikipedia.org/wiki/Osaka_International_Airport,"OSA, Itami"
